key,english,czech
"agents.executions.fork_input_parse_error","Original input data could not be parsed — using empty input",""
"agents.executions.tool_steps","Tool Steps",""
"agents.executions.no_tool_calls_recorded","No tool calls recorded",""
"agents.executions.lines_count","{visible}/{total} lines",""
"agents.executions.scrub_forward","Scrub forward to see output...",""
"agents.executions.steps_count","{completed}/{total} steps",""
"agents.executions.unpin_mini_player","Unpin mini-player",""
"agents.executions.pin_to_mini_player","Pin to mini-player",""
"agents.executions.pinned","Pinned",""
"agents.executions.pin","Pin",""
"agents.executions.cb_all_paused","All providers paused",""
"agents.executions.cb_providers_unavailable_one","{count} provider temporarily unavailable",""
"agents.executions.cb_providers_unavailable_other","{count} providers temporarily unavailable",""
"agents.executions.cb_interruptions_one","{count} interruption in last hour",""
"agents.executions.cb_interruptions_other","{count} interruptions in last hour",""
"agents.executions.cb_connected","Connected",""
"agents.executions.cb_disconnected","Disconnected",""
"agents.executions.cb_reconnecting","Reconnecting",""
"agents.executions.cb_paused","Paused",""
"agents.executions.cb_healthy","healthy",""
"agents.executions.cb_errors_retrying","{count} error(s) — retrying in {seconds}s",""
"agents.executions.cb_errors","{count} error(s)",""
"agents.executions.cb_interruptions_per_hour","({count} interruption(s)/1h)",""
"agents.executions.cb_global_paused_detail","All providers paused due to repeated errors ({count} total).",""
"agents.executions.cb_resuming_in","Resuming automatically in {seconds}s.",""
"agents.executions.cb_show_activity","Show recent activity ({count})",""
"agents.executions.cb_hide_activity","Hide recent activity ({count})",""
"agents.executions.terminal_output_diff","Terminal Output Diff",""
"agents.executions.differences_count","{count} differences",""
"agents.executions.no_log_data","No log data available",""
"agents.executions.identical","identical",""
"agents.executions.diff_count_one","{count} diff",""
"agents.executions.diff_count_other","{count} diffs",""
"agents.executions.no_differences","No differences",""
"agents.executions.no_tool_calls_short","No tool calls",""
"agents.executions.cancel","Cancel",""
"agents.executions.chain_executions","{count} executions",""
"agents.executions.chain_cascade","Chain Cascade",""
"agents.executions.loading_chain_cascade","Loading chain cascade...",""
"agents.executions.ai_healing_diagnosis","AI Healing Diagnosis",""
"agents.executions.loading_healing_data","Loading healing data...",""
"agents.executions.failure_point","Failure Point",""
"agents.executions.healing_issues_count","Healing Issues ({count})",""
"agents.executions.auto_fixed","Auto-fixed",""
"agents.executions.circuit_breaker","Circuit Breaker",""
"agents.executions.suggested_fix","Suggested Fix",""
"agents.executions.retry_chain","Retry Chain",""
"agents.executions.no_healing_issues","No healing issues recorded for this execution.",""
"agents.executions.fork_after_this","Fork after this step",""
"agents.executions.running_ellipsis","running...",""
"agents.executions.trace_spans","Trace Spans",""
"agents.executions.no_trace_available","No trace data available",""
"agents.executions.engine_activity","Engine Activity",""
"agents.executions.active_count","{count} active",""
"agents.executions.active_now","Active Now",""
"agents.executions.recently_completed","Recently Completed",""
"agents.executions.upcoming","Upcoming",""
"agents.executions.dream_replay","Dream Replay",""
"agents.executions.zero_tokens","0 tokens",""
"agents.executions.incomplete_trace","incomplete trace",""
"agents.executions.spans_frames","{spans} spans / {frames} frames",""
"agents.executions.span_boundaries","Span Boundaries",""
"agents.executions.no_active_spans","No active spans",""
"agents.executions.none_yet","None yet",""
"agents.executions.plus_more","+{count} more",""
"agents.executions.metadata_label","Metadata",""
"agents.executions.active_spans","Active Spans",""
"agents.executions.no_active_spans_frame","No active spans at this frame",""
"agents.executions.cost_accumulation","Cost Accumulation",""
"agents.executions.dream_replay_cost","Dream Replay Cost",""
"agents.executions.dream_replay_zero","Replaying from stored traces -- zero LLM tokens consumed",""
"agents.executions.deterministic_replay","Deterministic replay — no LLM calls",""
"agents.executions.loading_dream_replay","Loading dream replay...",""
"agents.executions.no_dream_trace","No trace data available for dream replay",""
"agents.executions.frame_count","Frame {index}/{total}",""
"agents.executions.phase_initializing","Initializing",""
"agents.executions.phase_thinking","Thinking",""
"agents.executions.phase_calling_tools","Running tools",""
"agents.executions.phase_delegating","Delegating to workflow",""
"agents.executions.phase_responding","Responding",""
"agents.executions.phase_finalizing","Finalizing",""
"agents.executions.phase_error","Error",""
"agents.executions.status_connected","Connected",""
"agents.executions.status_disconnected","Disconnected",""
"agents.executions.status_reconnecting","Reconnecting",""
"agents.executions.failed_to_load_logs","Failed to load execution logs for comparison",""
"agents.executions.failed_to_load_chain","Failed to load retry chain for comparison",""
"agents.executions.running_state","Running...",""
"agents.executions.execution_started","Execution started",""
"agents.executions.rerun_failed","Re-run failed",""
"agents.executions.rerun_execution","Re-run execution",""
"agents.executions.output_panel","Output",""
"agents.executions.cancel_compare","Cancel",""
"agents.executions.compare_btn","Compare",""
"agents.executions.category_label","Category: {category}",""
"agents.executions.status_label","Status: {status}",""
"agents.executions.tool_type_badge","Tool",""
"agents.executions.step_number","step #{index}",""
"agents.executions.input_preview_prefix","in:",""
"agents.executions.offset_prefix","offset:",""
"agents.executions.step_tooltip","Step {step}: {name}",""
"agents.executions.ms_into_stage","{ms}ms into stage",""
"agents.lab.mode_arena","Arena",""
"agents.lab.mode_arena_desc","Compare models head-to-head",""
"agents.lab.mode_improve","Improve",""
"agents.lab.mode_improve_desc","AI-driven prompt improvement",""
"agents.lab.mode_breed","Breed",""
"agents.lab.mode_breed_desc","Cross-breed top performers",""
"agents.lab.mode_evolve","Evolve",""
"agents.lab.mode_evolve_desc","Auto-evolving optimization",""
"agents.lab.mode_versions","Versions",""
"agents.lab.mode_versions_desc","Track prompt evolution",""
"agents.lab.mode_regression","Regression",""
"agents.lab.mode_regression_desc","Test against baseline",""
"agents.lab.loading","Loading...",""
"agents.lab.auto_optimize","Auto-Optimize",""
"agents.lab.auto_optimize_enabled","Auto-optimization enabled (weekly arena + improve)",""
"agents.lab.auto_optimize_disabled","Enable automatic prompt optimization",""
"agents.lab.phase_drafting","Drafting",""
"agents.lab.phase_generating","Generating",""
"agents.lab.phase_executing","Executing",""
"agents.lab.phase_summarizing","Summarizing",""
"agents.lab.generating_draft","Generating draft persona...",""
"agents.lab.generating_scenarios","Generating test scenarios...",""
"agents.lab.generating_summary","Generating test summary...",""
"agents.lab.testing_model","Testing {modelId} — {scenario}",""
"agents.lab.score_tool","Tool: {score}",""
"agents.lab.score_output","Output: {score}",""
"agents.lab.score_protocol","Protocol: {score}",""
"agents.lab.delete_run","Delete run",""
"agents.lab.col_time","Time",""
"agents.lab.no_prompt_warning","This persona has no prompt configured. Add a prompt first.",""
"agents.lab.no_tools_warning","This persona has no tools assigned. Add tools for richer testing.",""
"agents.lab.add_prompt_first","Add a prompt to this persona first",""
"agents.lab.select_model","Select at least one model",""
"agents.lab.run_arena","Run Arena ({count} model{count, plural, one {} other {s}})",""
"agents.lab.cancel_test","Cancel Test",""
"agents.lab.focus_use_case","Focus on Use Case",""
"agents.lab.describe_changes","Describe your desired changes",""
"agents.lab.describe_changes_placeholder","e.g. Make the greeting more formal and add multi-language support for German and French",""
"agents.lab.describe_changes_hint","Claude will generate a draft persona based on your instructions, then test both current and draft versions side by side.",""
"agents.lab.generate_test_draft","Generate & Test Draft",""
"agents.lab.cancel_matrix_test","Cancel Matrix Test",""
"agents.lab.score_excellent","Excellent",""
"agents.lab.score_good","Good",""
"agents.lab.score_fair","Fair",""
"agents.lab.score_weak","Weak",""
"agents.lab.score_poor","Poor",""
"agents.lab.composite_score","Composite Score",""
"agents.lab.tool_usage","Tool Usage",""
"agents.lab.output_quality","Output Quality",""
"agents.lab.protocol","Protocol",""
"agents.lab.tool_accuracy","Tool Accuracy",""
"agents.lab.protocol_compliance","Protocol Compliance",""
"agents.lab.no_results","No results to display",""
"agents.lab.evaluation_insights","Evaluation Insights",""
"agents.lab.improvement_suggestions","Improvement Suggestions",""
"agents.lab.scenario_breakdown","Scenario Breakdown",""
"agents.lab.click_cell_details","Click a cell for details",""
"agents.lab.tied","tied",""
"agents.lab.winner","Winner",""
"agents.lab.best_badge","Best",""
"agents.lab.ab_comparison","Comparison",""
"agents.lab.ab_scenarios","Scenarios",""
"agents.lab.ab_no_runs","No A/B test runs yet",""
"agents.lab.ab_no_runs_subtitle","Select two versions and run a comparison",""
"agents.lab.ab_history_title","A/B History",""
"agents.lab.ab_mode_label","A/B Test",""
"agents.lab.select_version_a","Select Version A to continue",""
"agents.lab.select_version_b","Select Version B to continue",""
"agents.lab.run_ab_test","Run A/B Test",""
"agents.lab.cancel_ab_test","Cancel A/B Test",""
"agents.lab.version_a","Version A",""
"agents.lab.version_b","Version B",""
"agents.lab.select_version","Select version",""
"agents.lab.test_input_label","Test Input (optional JSON)",""
"agents.lab.ab_test_summary","A/B Test Summary",""
"agents.lab.head_to_head","Head-to-Head",""
"agents.lab.models_column","Models",""
"agents.lab.scenarios_column","Scenarios",""
"agents.lab.best_column","Best",""
"agents.lab.winner_scores","Winner Scores",""
"agents.lab.no_arena_runs","No arena runs yet",""
"agents.lab.no_arena_runs_subtitle","Select models above and run a test",""
"agents.lab.arena_history_title","Arena History",""
"agents.lab.arena_mode_label","Arena",""
"agents.lab.test_summary","Test Summary",""
"agents.lab.model_performance","Model Performance",""
"agents.lab.insights_suggestions","Insights & Suggestions",""
