key,english,czech
"agents.executions.attempt_of","Attempt {current} of {max}","Pokus {current} z {max}"
"agents.executions.view_healing_issues","View in healing issues","Zobrazit problémy k opravě"
"agents.executions.run_persona","Run Persona","Spustit personu"
"agents.executions.input_data_optional","Input Data (Optional)","Vstupní data (volitelné)"
"agents.executions.connect_remote","Connect via Remote Control","Připojit přes dálkové ovládání"
"agents.executions.stop_execution","Stop Execution","Zastavit spuštění"
"agents.executions.execute_on_cloud","Execute on Cloud","Spustit v cloudu"
"agents.executions.execute_persona","Execute Persona","Spustit personu"
"agents.executions.verification_failed","Could not verify a previously running execution. It may still be active on the backend.","Nepodařilo se ověřit předchozí spuštění. Může být stále aktivní na backendu."
"agents.executions.dismiss_abandon","Dismiss and abandon execution","Zavřít a opustit spuštění"
"agents.executions.elapsed","{elapsed} elapsed","uplynulo {elapsed}"
"agents.executions.typically_completes","Typically completes in ~{elapsed}","Obvykle trvá ~{elapsed}"
"agents.executions.taking_longer","Taking longer than usual...","Trvá to déle než obvykle..."
"agents.executions.ready_to_execute","Ready to execute — click Run or press","Připraveno ke spuštění — klikněte na Spustit nebo stiskněte"
"agents.executions.queued_position","Queued -- position {position}","Ve frontě -- pozice {position}"
"agents.executions.queued_position_of","Queued -- position {position} of {depth}","Ve frontě -- pozice {position} z {depth}"
"agents.executions.phases","Phases","Fáze"
"agents.executions.approaching_budget","Approaching budget limit","Blíží se limit rozpočtu"
"agents.executions.budget_exceeded","Monthly budget exceeded","Měsíční rozpočet překročen"
"agents.executions.budget_spend_detail","This agent has spent ${spend} of its ${limit} monthly limit ({percent}%). Execution is paused to prevent unexpected costs.","Tento agent utratil ${spend} ze svého měsíčního limitu ${limit} ({percent}%). Spuštění je pozastaveno, aby se předešlo neočekávaným nákladům."
"agents.executions.run_anyway_session","Run anyway (this session)","Přesto spustit (tato relace)"
"agents.executions.raise_budget","Raise budget","Zvýšit rozpočet"
"agents.executions.resets_in","Resets {days}","Resetuje se za {days}"
"agents.executions.budget_unavailable","Budget data unavailable","Údaje o rozpočtu nejsou dostupné"
"agents.executions.budget_unavailable_detail","Could not verify current spend. Execution is blocked as a safety precaution until budget data refreshes.","Nepodařilo se ověřit aktuální útratu. Spuštění je z bezpečnostních důvodů zablokováno, dokud se data neobnoví."
"agents.executions.run_anyway","Run anyway","Přesto spustit"
"agents.executions.retrying_automatically","Retrying automatically...","Automatický nový pokus..."
"agents.executions.execution_stuck","Execution appears stuck","Spuštění se zdá být zaseknuté"
"agents.executions.no_new_output","No new output for a while","Chvíli bez nového výstupu"
"agents.executions.stuck_tooltip","The agent has not produced output for 2+ minutes. It may be waiting on an external API or encountering an issue.","Agent nevyprodukoval výstup déle než 2 minuty. Může čekat na externí API nebo mít problém."
"agents.executions.silent_tooltip","The agent has been silent for over a minute. This can happen during long API calls or complex reasoning.","Agent je déle než minutu zticha. To se může stát při dlouhých voláních API nebo složitém uvažování."
"agents.executions.stuck_detail","The agent has not produced any output for over 2 minutes. This usually means it is waiting on a slow external API, the connected service is unresponsive, or the execution process has stalled.","Agent nevyprodukoval žádný výstup déle než 2 minuty. To obvykle znamená, že čeká na pomalé externí API, připojená služba nereaguje nebo se proces spuštění zastavil."
"agents.executions.silent_detail","The agent has been silent for over a minute. Long pauses can occur during complex reasoning or when waiting for API responses. If the silence continues, the status will escalate.","Agent je déle než minutu zticha. Dlouhé pauzy mohou nastat při složitém uvažování nebo čekání na odpovědi API. Pokud ticho potrvá, stav se vyeskaluje."
"agents.executions.suggested_actions","Suggested actions","Navrhované akce"
"agents.executions.cancel_retry","Cancel & retry","Zrušit a zkusit znovu"
"agents.executions.view_execution_log","View execution log","Zobrazit log spuštění"
"agents.executions.wait_hint","You can also wait — some operations take time","Můžete také počkat — některé operace trvají déle"
"agents.executions.connectivity_tip","Tip: Check if the connected API or service is responding. Network issues or rate limits can cause prolonged silence.","Tip: Zkontrolujte, zda připojené API nebo služba reaguje. Problémy se sítí nebo limity volání mohou způsobit prodlevy."
"agents.executions.preview","Preview","Náhled"
"agents.executions.estimating","Estimating...","Odhadování..."
"agents.executions.est","est.","odhad."
"agents.executions.of_budget","{percent}% of budget","{percent}% rozpočtu"
"agents.executions.monthly_spend","Monthly Spend","Měsíční útrata"
"agents.executions.unlimited","unlimited","neomezeno"
"agents.executions.input_cost","Input Cost","Náklady na vstup"
"agents.executions.output_cost_est","Output Cost (est.)","Náklady na výstup (odhad)"
"agents.executions.prompt_preview","Prompt Preview","Náhled promptu"
"agents.executions.execution_comparison","Execution Comparison","Porovnání spuštění"
"agents.executions.what_changed","What Changed","Co se změnilo"
"agents.executions.left","Left","Levý"
"agents.executions.right","Right","Pravý"
"agents.executions.retry_count","retry #{count}","pokus č. {count}"
"agents.executions.tool_call_timeline","Tool Call Timeline","Časová osa volání nástrojů"
"agents.executions.input_data_diff","Input Data Diff","Rozdíl vstupních dat"
"agents.executions.output_data_diff","Output Data Diff","Rozdíl výstupních dat"
"agents.executions.tool_call_timeline_steps","Tool Call Timeline ({count} steps)","Časová osa volání nástrojů ({count} kroků)"
"agents.executions.no_tool_calls","No tool calls recorded","Žádná volání nástrojů nebyla zaznamenána"
"agents.executions.tool_steps_appear","Tool steps appear after execution completes","Kroky nástrojů se objeví po dokončení spuštění"
"agents.executions.cost_breakdown","Cost Breakdown","Rozpis nákladů"
"agents.executions.unknown_model_pricing","Unknown model -- no pricing data","Neznámý model -- chybí data o cenách"
"agents.executions.input_label","Input: {cost}","Vstup: {cost}"
"agents.executions.output_label","Output: {cost}","Výstup: {cost}"
"agents.executions.total_label","Total: {cost}","Celkem: {cost}"
"agents.executions.input_pct","Input ({percent}%)","Vstup ({percent}%)"
"agents.executions.output_pct","Output ({percent}%)","Výstup ({percent}%)"
"agents.executions.input","Input","Vstup"
"agents.executions.output","Output","Výstup"
"agents.executions.pending","pending","čeká"
"agents.executions.loading_trace","Loading trace","Načítání trace"
"agents.executions.failed_to_load_trace","Failed to load trace: {error}","Nepodařilo se načíst trace: {error}"
"agents.executions.no_trace_data","No trace data recorded","Žádná data trace nebyla zaznamenána"
"agents.executions.trace_spans_appear","Trace spans appear during execution","Úseky trace se objevují během spuštění"
"agents.executions.span","Span","Úsek"
"agents.executions.errors","Errors","Chyby"
"agents.executions.duration","Duration","Doba trvání"
"agents.executions.tokens","Tokens","Tokeny"
"agents.executions.spans","Spans","Úseky"
"agents.executions.trace_incomplete","Trace incomplete: {count} span evicted (limit: 10,000)","Trace neúplná: {count} úsek vyřazen (limit: 10 000)"
"agents.executions.trace_incomplete_other","Trace incomplete: {count} spans evicted (limit: 10,000)","Trace neúplná: {count} úseků vyřazeno (limit: 10 000)"
"agents.executions.no_pipeline_trace","No pipeline trace available","Žádná trace pipeline není dostupná"
"agents.executions.pipeline_traces_captured","Pipeline traces are captured for new executions","Trace pipeline jsou zachycovány pro nová spuštění"
"agents.executions.legend_frontend","Frontend","Frontend"
"agents.executions.legend_backend","Backend","Backend"
"agents.executions.legend_engine","Engine","Engine"
"agents.executions.legend_tool_call","Tool Call","Volání nástroje"
"agents.executions.live","Live","Živě"
"agents.executions.stage","Stage","Fáze"
"agents.executions.stage_errors","Stage Errors","Chyby fáze"
"agents.executions.total_duration","Total Duration","Celková doba"
"agents.executions.stages","Stages","Fáze"
"agents.executions.cost_accrual","Cost Accrual -- ${cost}","Nárůst nákladů -- ${cost}"
"agents.executions.execution_theater","Execution Theater","Kino spuštění"
"agents.executions.loading_theater","Loading execution theater...","Načítání kina spuštění..."
"agents.executions.loading_execution_data","Loading execution data...","Načítání dat spuštění..."
"agents.executions.tools","Tools","Nástroje"
"agents.executions.trace","Trace","Trace"
"agents.executions.jump_to_start","Jump to start (Home)","Skočit na začátek"
"agents.executions.previous_step","Previous step (Shift+Left)","Předchozí krok"
"agents.executions.play_pause","Play/Pause (Space)","Přehrát/Pozastavit"
"agents.executions.next_step","Next step (Shift+Right)","Další krok"
"agents.executions.jump_to_end","Jump to end (End)","Skočit na konec"
"agents.executions.clear_fork_point","Clear fork point","Zrušit bod větvení"
"agents.executions.fork_after_step","Fork after step {step}","Větvit po kroku {step}"
"agents.executions.fork_input_parse_error","Original input data could not be parsed — using empty input","Původní vstupní data nebylo možné zpracovat — použit prázdný vstup"
"agents.executions.tool_steps","Tool Steps","Kroky nástrojů"
"agents.executions.no_tool_calls_recorded","No tool calls recorded","Žádná volání nástrojů nezaznamenána"
"agents.executions.lines_count","{visible}/{total} lines","{visible}/{total} řádků"
"agents.executions.scrub_forward","Scrub forward to see output...","Posuňte se vpřed pro zobrazení výstupu..."
"agents.executions.steps_count","{completed}/{total} steps","{completed}/{total} kroků"
"agents.executions.unpin_mini_player","Unpin mini-player","Odepnout mini-přehrávač"
"agents.executions.pin_to_mini_player","Pin to mini-player","Připnout do mini-přehrávače"
"agents.executions.pinned","Pinned","Připnuto"
"agents.executions.pin","Pin","Připnout"
"agents.executions.cb_all_paused","All providers paused","Všichni poskytovatelé pozastaveni"
"agents.executions.cb_providers_unavailable_one","{count} provider temporarily unavailable","{count} poskytovatel dočasně nedostupný"
"agents.executions.cb_providers_unavailable_other","{count} providers temporarily unavailable","{count} poskytovatelů dočasně nedostupných"
"agents.executions.cb_interruptions_one","{count} interruption in last hour","{count} přerušení za poslední hodinu"
"agents.executions.cb_interruptions_other","{count} interruptions in last hour","{count} přerušení za poslední hodinu"
"agents.executions.cb_connected","Connected","Připojeno"
"agents.executions.cb_disconnected","Disconnected","Odpojeno"
"agents.executions.cb_reconnecting","Reconnecting","Opětovné připojování"
"agents.executions.cb_paused","Paused","Pozastaveno"
"agents.executions.cb_healthy","healthy","v pořádku"
